#,Àlies,Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Obligacions reconegudes
,,6130,32301,1300000,Retribucions bàsiques personal laboral,32994.7,0,7346.95
,,6130,32301,1300200,Altres retribucions personal laboral,1627.32,0,397.49
,,6130,32301,1310000,Retribucions personal laboral eventual,0,0,0
,,6130,32301,1600000,Seguretat Social,10823.4,0,2456.31
,,6130,32301,1620900,Altres despeses socials (premis antiguitat),0,0,0
,,6130,32301,2279909,Contractes desenvolupament serveis,1850000,0,239544.62
,,6140,32302,1200300,Retribució sou base funcionari C1,12893.4,150000,2292.57
,,6140,32302,1200400,Retribució sou base funcionari C2,106848.1,0,24003.6
,,6140,32302,1200600,Triennis,8760.96,0,2196.08
,,6140,32302,1210000,Complement Destí  funcionaris,36194.52,0,10779.84
,,6140,32302,1210100,Complement específic funcionaris,90151.8,0,26838.87
,,6140,32302,1300000,Retribucions bàsiques personal laboral,411633.86,0,88115.67
,,6140,32302,1300100,Hores extraordinàries,0,0,585
,,6140,32302,1300200,Altres retribucions personal laboral,11412.72,0,2449.78
,,6140,32302,1310000,Retribucions personal Laboral eventual,5760.26,0,1262.73
,,6140,32302,1430000,Despeses per substitució,138990.53,0,39384.57
,,6140,32302,1510000,Gratificacions serveis extraordinaris,0,0,1662
,,6140,32302,1600000,Seguretat Social,260329.29,0,44037.99
,,6140,32302,1610400,Indemnització al personal lab. per jubilacions anticipades.,0,0,0
,,6140,32302,1620900,Altres despeses socials (premis antiguitat),0,0,1380.62
,,6140,32302,2120100,Manteniment d'edificis-educació,50000,0,0
,,6140,32302,4890100,Altres transferències,9000,0,0
,,6212,33701,1300100,Hores extraordinàries,0,0,0
,,7000,15000,2190000,Manteniment altre immobilitzat material,0,0,0
,,7000,15000,2200000,Material d'oficina ordinari no inventariable,0,0,0
,,7000,15000,2200100,"Premsa, revistes, llibres i altres publicacions",0,0,0
,,7000,15000,2210400,Vestuari,0,0,0
,,7000,15000,2219900,Altres Subministraments,0,0,0
,,7000,15000,2311001,Locomoció personal directiu,0,0,0
,,7000,15000,2312001,Locomoció personal no diectiu,0,0,0
,,7000,15100,7800000,Subvencions a famílies i institucions sense ànim lucre,0,648.13,0
,,7000,15100,1100000,Retribucions Bàsiques Eventual Gabinets,13814.04,0,3531.24
,,7000,15100,1100100,Retribucions Complementàries Eventual Ga,50185.96,0,10395.36
,,7000,15100,1200300,Retribució sou base funcionari C1,12700.14,0,2292.57
,,7000,15100,1200600,Triennis,3306.96,0,845.46
,,7000,15100,1210000,Complement Destí  funcionaris,3799.32,0,971.22
,,7000,15100,1210100,Complement específic funcionaris,7814.16,0,1997.46
,,7000,15100,1600000,Seguretat Social,21713.16,0,3879.86
,,7000,15100,2200100,"Premsa, revistes, llibres i altres publicacions",2700,0,0
,,7000,15100,2200200,Material informàtic no inventariable,0,0,3126.64
,,7000,15100,2219909,Material tècnic,1500,0,0
,,7000,15100,2240000,Assegurances,20000,0,0
,,7000,15100,2260300,Anuncis oficials,6000,0,775
,,7000,15100,2269900,Altres despeses,18000,0,0
,,7000,15100,2270100,Seguretat,0,0,0
,,7000,15100,2270600,Estudis i treballs tècnics,0,0,0
,,7000,15100,4800001,Beques subjectes a retenció d'IRPF no incloses en la BDNS,0,0,0
,,7000,15220,2270600,Estudis i treballs tècnics,0,0,14900
,,7000,15220,2250100,Tributs de les Comunitats Autònomes,0,0,0
,,7000,15310,4650000,Consell Comarcal-Rondes,25000,0,0
,,7000,16300,2270600,Estudis i treballs tècnics,132940.3,0,0
,,7000,92000,2270600,Estudis i treballs tècnics,0,0,0
,,7010,15001,1200000,Retribució sou base funcionari A1,59993.4,0,12903.81
,,7010,15001,1200100,Retribució sou base funcionari A2,33243.96,0,6218.72
,,7010,15001,1200300,Retribució sou base funcionari C1,123422.74,0,30517.95
,,7010,15001,1200600,Triennis,22075.84,0,4820.33
,,7010,15001,1210000,Complement Destí  funcionaris,75483.24,0,18365.44
,,7010,15001,1210100,Complement específic funcionaris,156455.76,0,37489.77
,,7010,15001,1300000,Retribucions bàsiques personal laboral,58910.71,0,12867.99
,,7010,15001,1300100,Hores extraordinàries,0,0,0
,,7010,15001,1300200,Altres retribucions personal laboral,5482.68,0,1401.48
,,7010,15001,1430000,Despeses per substitució,22975.36,0,4318.17
,,7010,15001,1510000,Gratificacions treballs extraordinaris,0,0,5586.58
,,7010,15001,1600000,Seguretat Social,154908.96,0,25809.72
,,7010,15001,1620900,Altres despeses socials (premis antiguitat),0,0,0
,,7100,17000,2211300,Manutenció d'animals,0,0,0
,,7100,17000,2219900,Altres Subministraments,0,0,0
,,7100,17000,2311001,Locomoció personal directiu,0,0,0
,,7100,17000,2312001,Locomoció personal no diectiu,0,0,0
,,7100,17000,1200000,Retribució sou base funcionari A1,56435.78,0,18915.17
,,7100,17000,1200400,Retribució sou base funcionari C2,10936.58,0,1908.03
,,7100,17000,1200600,Triennis,10272.7,0,1315.2
,,7100,17000,1210000,Complement Destí  funcionaris,22291.08,0,4074.84
,,7100,17000,1210100,Complement específic funcionaris,39254.04,0,7009.41
,,7100,17000,1210300,Altres complements funcionaris,9507.12,0,0
,,7100,17000,1300000,Retribucions bàsiques personal laboral,39785.2,0,8376.84
,,7100,17000,1300200,Altres retribucions personal laboral,16305.12,0,4168.02
,,7100,17000,1510000,Gratificacions treballs extraordinaris,0,0,0
,,7100,17000,1600000,Seguretat Social,51494.16,0,7027.6
,,7100,17000,1620900,Altres despeses socials (premis antiguitat),0,0,0
,,7100,17000,2269900,Altres despeses,425,0,0
,,7100,92200,4660000,Transferència Associació de Municipis per a la gestió públic,4500,0,0
,,7110,31103,2030000,"Arrendament maquinària, instal·lacions i utillatge",0,0,0
,,7110,31103,2219900,Altres Subministraments,0,0,0
,,7110,31103,2269900,Altres despeses,12000,987.36,0
,,7110,31103,2270600,Estudis i treballs tècnics,98462,0,8039.24
,,7110,31103,2279900,Altres treballs realitzats altres empreses i professionals,0,0,0
,,7110,31103,4650000,Consell comarcal. Centre d'acolliment d'animals,88768.5,6432.5,6432.5
,,7120,17000,2279900,Altres treballs realitzats altres empreses i professionals,0,0,2420
,,7120,17200,2130100,Manteniment instal·lacions,0,691.43,0
,,7120,17200,2250000,Tributs estatals,0,0,0
,,7120,17200,2260900,Actes i exposicions,0,0,0
,,7120,17200,2270600,Estudis i treballs tècnics,53000,2178,459.8
,,7120,17200,2279900,Altres treballs realitzats altres empreses i professionals,0,0,0
,,7120,17200,4890100,Altres transferències,1500,0,0
,,7130,17220,2190000,Altre immovilitzat material,0,0,0
,,7130,17220,2219900,Altres Subministraments,0,0,0
,,7130,17220,2260900,Actes i exposicions,0,0,12219.67
,,7130,17220,2270600,Estudis i treballs tècnics,91000,0,3000
,,7130,17220,2279900,Altres treballs realitzats altres empreses i professionals,0,0,2376.34
,,7130,17220,6230100,"Maquinària, instal.lacions tècniques i utillatge",0,0,0
,,7130,17230,2279900,Altres treballs realitzats altres empreses i professionals,0,0,0
,,7130,17230,6330000,"Maquinària, instal·lacions tècniques i utillatge",0,0,0
,,7130,32302,6290000,Altres inv noves assoc al funcionam operatiu dels serv,0,0,0
,,7140,13600,2270600,Estudis i treballs tècnics,80000,568.7,0
,,7140,13600,2279900,Altres treballs realitzats altres empreses i professionals,0,0,0
,,7140,17100,6090000,Altres inv en infraestructures i béns destinats a l'ús gener,0,0,0
,,7140,17200,6250000,Mobiliari,0,0,0
,,7140,17220,2190000,Altre immobilitzat material,0,0,0
,,7140,17230,6190001,Altres inv de reposicio en infrastr i bens dest us gral,0,0,0
,,7140,17230,2020100,Lloguers,0,57.04,0
,,7140,17230,2219900,Altres Subministraments,0,0,2641.95
,,7140,17230,2260900,Actes i exposicions,0,929.9,240
,,7140,17230,2270600,Estudis i treballs tècnics,41000,0,0
,,7140,17230,2279900,Altres treballs realitzats altres empreses i professionals,0,0,0
,,7140,17230,4660000,Transferències a altres entitats que agrupen municipis,0,0,0
,,7140,17230,4800000,transferències a famílies e institucions sense ànims de lucr,0,0,0
,,7140,17230,4890902,"Altres transferències quota associació, convenis administrac",0,0,0
,,7140,33600,6090000,Altres inv en infraestructures i béns destinats a l'ús gener,0,24401.62,0
,,7150,16221,2219900,Altres Subministraments,0,0,0
,,7150,16221,2270000,Neteja,71000,0,11788.32
,,7150,16221,2270100,Seguretat,0,0,0
,,7150,16221,2270600,Estudis i treballs tècnics,25931.5,0,1795.08
,,7150,16221,2279900,Altres treballs realitzats altres empreses i professionals,0,0,0
,,7150,16221,6220100,"Edificis i construccions, inversió nova",0,0,0
,,7150,17100,2270600,Estudis i treballs tècnics,0,0,0
,,7150,17200,6090000,Altres inv en infraestructures i béns destinats a l'ús gener,0,79395.95,0
,,7150,17210,2160100,Manteniment d'equips infirmàtics,0,0,0
,,7150,17210,2211100,"Sumin. de recanvis de maquinària, utillatge i elements tpte.",0,0,0
,,7150,17210,2279900,Altres treballs realitzats altres empreses i professionals,0,0,0
,,7150,32600,6240000,Elements de transport,0,0,0
,,7300,15000,2200100,"Premsa, revistes, llibres i altres publicacions",0,0,120
,,7300,15000,1200000,Retribució sou base funcionari A1,37507.14,0,7062.48
,,7300,15000,1200600,Triennis,5367.36,0,1372.2
,,7300,15000,1210000,Complement Destí  funcionaris,12701.04,0,3246.72
,,7300,15000,1210100,Complement específic funcionaris,25792.2,0,6593.07
,,7300,15000,1300000,Retribucions bàsiques personal laboral,94639.95,0,20168.78
,,7300,15000,1300200,Altres retribucions personal laboral,22575.72,0,5770.92
,,7300,15000,1510000,Gratificacions treballs extraordinaris,0,0,782
,,7300,15000,1600000,Seguretat Social,56022.9,0,9953.48
,,7300,15000,2269900,Altres despeses,5000,1428.14,821.07
,,7300,15100,6100100,Adequació i remodelació de solars,0,339.41,0
,,7300,15120,2100000,Despeses reparcel·lació per cooperació Sta Coloma Vella II,0,848546.48,0
,,7300,15120,2260300,Publicació en diaris oficials,0,0,0
,,7300,15120,6000100,Expropiacions,1329116.32,1755799.23,0
,,7300,15120,6000200,Inversions en terrenys,0,0,0
,,7300,15210,4490300,Transferències a Gramepark SA,0,19850,0
,,7300,15210,4890600,Transferències a les famílies,0,0,0
,,7300,15320,6190001,Altres inv de reposicio en infrastr i bens dest us gral,0,0,0
,,7300,23115,4890600,Ajuts per a l'emancipació,750000,0,0
,,7300,23115,4890601,Ajuts per a l'emancipació - propietaris,150000,0,0
,,7300,32200,6000100,Adquisició de sól,0,0,0
,,7400,13300,2200200,MATERIAL INFORMÀTIC NO INVENTARIABLE.,0,0,0
,,7400,13300,6090001,Altres inv. noves en infraestruc i bens destinats ús gral,0,0,0
,,7400,13400,6090001,Altres inv. noves en infraestruc i bens destinats ús gral,0,18000,0
,,7400,15002,1200000,Retribució sou base funcionari A1,39599,0,7062.48
,,7400,15002,1200100,Retribució sou base funcionari A2,17401.58,0,3053.37
,,7400,15002,1200300,Retribució sou base funcionari C1,13032.7,0,2292.57
,,7400,15002,1200600,Triennis,10527.59,0,2657.56
,,7400,15002,1210000,Complement Destí  funcionaris,24775.68,0,6333.33
,,7400,15002,1210100,Complement específic funcionaris,62977.32,0,16098.48
,,7400,15002,1300000,Retribucions bàsiques personal laboral,39318.95,0,8205.42
,,7400,15002,1300200,Altres retribucions personal laboral,17442,0,4458.63
,,7400,15002,1600000,Seguretat Social,57555,0,10226.68
,,7400,15002,1610400,Indemnització al personal lab. per jubilacions anticipades.,0,0,0
,,7400,15100,2270601,Estudis i treballs tècnis,0,7000,0
,,7400,15100,4670300,Transferència Consorci Besós,50000,0,0
,,7400,15100,2260900,Actes i exposicions,0,0,0
,,7400,15100,2269900,Altres despeses diverses,0,0,0
,,7400,15100,2270600,Estudis i treballs tècnics,80000,-12000,0
,,7400,15100,2279900,Altres treballs realitzats altres empreses i professionals,0,0,0
,,7400,15100,4800001,Beques subjectes a retenció d'IRPF no incloses en la BDNS,0,0,2535
,,7400,15120,2270600,Estudis i treballs tècnics,0,0,0
,,7400,15220,2120200,"Reparacions, manteniment i conservació edificis i altres",0,181392.34,0
,,7400,15220,7800000,Subvencions a famílies i institucions sense ànim lucre,0,179461.18,7519.63
,,7400,15320,6090010,Altres inv. noves en infraestruc i bens destinats ús gral,0,0,0
,,7400,15320,6190001,Altres inv de reposicio en infrastr i bens dest us gral,0,18065.3,0
,,7400,17210,6090010,Senyalització per a la mobilitat sostenible,15000,30000,0
,,7400,17230,4800001,Beques subjectes a retenció d'IRPF no incloses en la BDNS,0,0,0
,,7400,45200,6090000,Altres inv en infraestructures i béns destinats a l'ús gener,0,0,0
,,7500,15000,2219900,Altres Subministraments,0,0,0
,,7500,15000,2270600,Estudis i treballs tècnics,0,0,0
,,7500,15000,2279900,Altres treballs realitzats altres empreses i professionals,0,0,0
,,7500,15003,1200000,Retribució sou base funcionari A1,58662.7,394.01,10381.84
,,7500,15003,1200100,Retribució sou base funcionari A2,116871.94,5568.23,21373.59
,,7500,15003,1200300,Retribució sou base funcionari C1,36187.48,928.93,7778.96
,,7500,15003,1200600,Triennis,14698.58,177.44,3669.91
,,7500,15003,1210000,Complement Destí  funcionaris,74835.48,2265.81,18708.84
,,7500,15003,1210100,Complement específic funcionaris,163337.76,4621.95,40950.61
,,7500,15003,1300000,Retribucions bàsiques personal laboral,25806.86,0,5668.28
,,7500,15003,1310000,Retribucions personal laboral eventual,0,0,0
,,7500,15003,1430000,Despeses per substitució,29231,0,6012.96
,,7500,15003,1600000,Seguretat Social,148038.03,2240.13,25623.59
,,7500,15100,2270600,Estudis i treballs tècnics,60000,0,0
,,7500,15100,3520000,Despeses jurídiques,12000,0,0
,,7500,15100,6100100,Adequació i remodelació de solars,0,92522.75,0
,,7500,15100,6190001,Altres inversions en infrastructures. Reurbanització Sant Ju,288830.4,4978500.47,875192.24
,,7500,15100,6190002,Altres inversions reposicio infrastructures Milà i Fontanals,730277.95,0,0
,,7500,15100,6250000,Mobiliari,0,0,0
,,7500,15120,6190001,Altres inv de reposicio en infrastr i bens dest us gral,0,0,0
,,7500,15210,4490300,"Transferències a Gramepark,SA",157979.6,0,0
,,7500,15210,6820000,Despeses inv béns patrimonials. Edificis construccions,0,66914.91,0
,,7500,15210,7490000,Transferències a Gramepark SA,0,1204963.6,0
,,7500,15220,2270600,Estudis i treballs tècnics,0,0,0
,,7500,15220,7800000,Subvencions a famílies i institucions sense ànim lucre,0,0,0
,,7500,15310,6090001,Altres inv. noves en infraestruc i bens destinats ús gral,0,0,0
,,7500,15310,6190001,Altres inv de reposicio en infrastr i bens dest us gral,0,199588.92,129242.53
,,7500,15320,3520000,Interessos de demora,0,0,0
,,7500,15320,6190001,Altres inversions en infrastructures. Remodelació Passsatge,1500000,934480,510328.58
,,7500,16000,6190002,Altres inv de reposicio en infrastr i bens dest us gral,0,438065.28,0
,,7500,17100,6090000,Altres inversions en infraestrcutures. Museu Torre Balldovin,571774,857338.18,0
,,7500,17100,6090001,Altres inv. noves en infraestruc i bens destinats ús gral,0,0,0
,,7500,17100,6190001,Altres inv de reposicio en infrastr i bens dest us gral,0,293351.56,41398.76
,,7500,17100,6190002,Altres inv de reposicio en infrastr i bens dest us gral,0,503426.85,0
,,7500,23100,6320000,"Edificis i altres construccions, inversió de reposició Edifi",304807.5,2286376.2,157784.16
,,7500,23121,6320000,Edificis i altres construccions,0,0,0
,,7500,24100,6320100,"Edificis i altres construccions, inversió de reposició. Espe",680000,2874148.16,377639.62
,,7500,32300,6320000,Edificis i altres construccions,0,0,0
,,7500,33211,6250000,Mobiliari,0,0,0
,,7500,33211,6320000,Edificis i altres construccions,0,50000,0
,,7500,33220,6320100,"Edificis i altres construccions, inversió de reposició",0,0,0
,,7500,33600,6250000,Mobiliari,0,6408.86,0
,,7500,33600,6320100,"Edificis i altres construccions, inversió de reposició",0,0,0
,,7500,33701,6320100,"Edificis i altres construccions, inversió de reposició",0,0,0
,,7500,34200,6320100,"Edificis i altres construccions, inversió de reposició",0,0,0
,,7500,34201,6320100,"Edificis i altres construccions, inversió de reposició",0,0,0
,,7500,34201,2270600,Estudis i treballs tècnics,0,7260,0
,,7500,34204,6320100,Altres inv. rep. Infrast. i bens us gral Rehabilitació del P,1847573.96,0,0
,,7500,92000,6320100,"Edificis i altres construccions, inversió de reposició",0,0,0
,,7500,93300,6320100,"Edificis i altres construccions, inversió de reposició",0,343970.71,0
,,7600,92024,1620900,Premi antiguitat,0,0,345.15
,,7600,92024,1200300,Retribució sou base funcionari C1,37789.26,0,6877.71
,,7600,92024,1200400,Retribució sou base funcionari C2,11130.8,0,0
,,7600,92024,1200600,Trienis,1486.08,0,251.55
,,7600,92024,1210000,Complement Destí funcionaris,14637.48,0,2913.66
,,7600,92024,1210100,Complement específic funcionaris,40614.12,0,7618.05
,,7600,92024,1300000,Retribucions bàsiques personal laboral,166033.92,0,36322.7
,,7600,92024,1300100,Hores extraordinàries,0,0,0
,,7600,92024,1300200,Altres retribucions personal laboral,40955.64,0,9697.29
,,7600,92024,1510000,Gratificacions treballs extraordinaris,0,0,4410.92
,,7600,92024,1600000,Seguretat Social,97236.44,0,16186.01
,,7600,92024,1610400,Indemnització al personal lab. per jubilacions anticipades.,0,0,0
,,7610,13600,2270000,Neteja solars (desbrossada),50000,0,0
,,7610,16211,2270000,Neteja,500000,0,43155.02
,,7610,16212,2270000,Neteja,752000,0,52831.14
,,7610,16300,2279900,Altres treballs realitzats altres empreses i professionals,0,0,774.4
,,7610,16300,2130000,"Maquinària, instal·lacions tècniques i utillatge",0,0,0
,,7610,16300,2269900,Altres despeses,20000,0,0
,,7610,16300,2270000,Neteja i recollida escombraries,8166165.58,0,204481.2
,,7610,16300,2270001,Millora de la qualitat de la neteja viària,0,0,0
,,7610,16300,2270600,Estudis i treballs tècnics,0,0,0
,,7610,16300,6230000,Maquinària,0,0,0
,,7610,16301,2270000,Neteja,71000,0,4597.03
,,7610,16302,2279911,Altres treballs realitzats per altres empreses i profes.,0,10115.62,0
,,7610,16302,2270000,Neteja i accessos mecànics,100000,0,5792.51
,,7630,32300,2270000,Neteja,1910483.61,0,521318.57
,,7630,33000,2270000,Neteja,393681.32,0,100973
,,7630,34000,2270000,Neteja,290523.91,0,74292.82
,,7630,43120,2270000,Neteja,72831.16,0,21598.88
,,7630,92000,2270000,Neteja,518000,4128.46,109071.58
,,7660,43120,1430000,Despeses per substitucions,0,0,2486.46
,,7660,43120,2130000,"Maquinària, instal·lacions tècniques i utillatge",0,0,2348.92
,,7660,43120,2210400,Vestuari,0,0,0
,,7660,43120,1200300,Retribució sou base funcionari C1,14201.56,50000,2292.57
,,7660,43120,1200400,Retribució sou base funcionari C2,32551.86,0,11365.02
,,7660,43120,1200600,Triennis,5051.52,0,1291.5
,,7660,43120,1210000,Complement Destí  funcionaris,16069.08,0,4733.41
,,7660,43120,1210100,Complement específic funcionaris,41843.52,0,12495.02
,,7660,43120,1300000,Retribucions bàsiques personal laboral,112599.54,0,41518.43
,,7660,43120,1300100,Hores extraordinàries,0,0,8712
,,7660,43120,1300200,Altres retribucions personal laboral,6410.28,0,1755.11
,,7660,43120,1510000,Gratificacions treballs extraordinaris,0,0,2640
,,7660,43120,1600000,Seguretat Social,78362.62,0,17232.89
,,7660,43120,1610400,Indemnització al personal lab. per jubilacions anticipades.,0,0,0
,,7660,43120,2080000,Arrendament altre immobilitzat material,0,0,0
,,7660,43120,2120100,Manteniment d'edificis -mercats,120000,-1531.93,11179.87
,,7660,43120,2211000,Productes de neteja i lavabo,0,0,1992.87
,,7660,43120,2219900,Altres Subministraments,0,0,137.38
,,7660,43120,2269900,Altres despeses,20000,0,0
,,7660,43120,2270100,Seguretat,0,0,0
,,7660,43120,3520000,Interessos de demora,0,2516.87,0
,,7660,43120,6240000,Elements de transport,0,0,0
,,7660,43120,6240100,Elements de transport,0,0,0
,,7660,43120,6320100,Reforma aparcament mercat municipal Singuerlin,94450.65,114408.68,0
,,7700,15110,1620900,Premi antiguitat,0,0,0
,,7700,15110,1200000,Retribució sou base funcionari A1,58725.44,0,23908.34
,,7700,15110,1200100,Retribució sou base funcionari A2,67961.65,0,11908.14
,,7700,15110,1200300,Retribució sou base funcionari C1,100352.58,0,20252.17
,,7700,15110,1200400,Retribució sou base funcionari C2,10650.04,0,1908.03
,,7700,15110,1200600,Triennis,35058.03,0,7729.2
,,7700,15110,1210000,Complement Destí  funcionaris,81026.76,0,20993.79
,,7700,15110,1210100,Complement específic funcionaris,176295.24,0,46095.88
,,7700,15110,1300000,Retribucions bàsiques personal laboral,52382.6,0,11624.9
,,7700,15110,1300100,Hores extraordinàries,0,0,1829.24
,,7700,15110,1300200,Altres retribucions personal laboral,6312.72,0,1344.7
,,7700,15110,1430000,Despeses per substitucions,0,0,0
,,7700,15110,1510000,Gratificacions treballs extraordinaris,0,0,9634.2
,,7700,15110,1600000,Seguretat Social,162147.99,0,29565.66
,,7700,15110,2100300,Execució d'obres subsidiàries (disciplina urbanística),39200,0,0
,,7700,15110,2219900,Altres Subministraments,0,0,0
,,7700,15110,2269900,Altres despeses,2000,859.24,0
,,7700,15110,2270600,Estudis i treballs tècnics,1000,0,0
,,7700,15110,2279900,Altres treballs realitzats altres empreses i professionals,0,612.8,0
,,7700,15110,6230100,"Maquinària, instal.lacions tècniques i utillatge",0,0,0
,,7700,15110,6240000,Elements de transport,0,0,0
,,7800,15300,1200100,Retribució sou base funcionari A2,18958.42,0,3053.37
,,7800,15300,1200600,Triennis,2599.92,0,664.74
,,7800,15300,1210000,Complement Destí  funcionaris,7715.88,0,1972.38
,,7800,15300,1210100,Complement específic funcionaris,23759.4,0,6073.47
,,7800,15300,1600000,Seguretat Social,11502.24,0,2092.02
,,7800,15300,2100100,Manteniment via pública,26000,0,0
,,7800,15300,2101100,Desperfectes,11500,0,500
,,7800,15300,2130000,"Maquinària, instal·lacions tècniques i utillatge",0,0,0
,,7800,15300,2140100,Manteniment i neteja de vehicles,40100,0,888.94
,,7800,15300,2219900,Altres subministraments,4400,0,344.23
,,7800,15300,2270600,Estudis i treballs tècnics,1000,0,0
,,7800,15320,2100100,Manteniment via pública,0,6923.33,0
,,7800,15320,2140100,Manteniment i neteja de vehicles,0,3000,0
,,7800,15320,2219900,Altres Subministraments,0,1000,0
,,7800,15320,2130000,"Maquinària, instal·lacions tècniques i utillatge",0,0,0
,,7800,15320,2210400,Vestuari,0,700,0
,,7800,16000,2100200,Conexió clavegueram,8600,0,0
,,7810,15100,6190001,Altres inv de reposicio en infrastr i bens dest us gral,0,18148.79,0
,,7810,15300,1200100,Retribució sou base funcionari A2,16881.79,0,4647.91
,,7810,15300,1200300,Retribució sou base funcionari C1,13061.64,0,0
,,7810,15300,1200600,Triennis,4183.51,0,390.23
,,7810,15300,1210000,Complement Destí  funcionaris,10149.84,0,2471.11
,,7810,15300,1210100,Complement específic funcionaris,23986.44,0,5235.5
,,7810,15300,1300000,Retribucions bàsiques personal laboral,23421.74,0,4944.6
,,7810,15300,1300100,Hores extraordinàries,0,0,0
,,7810,15300,1300200,Altres retribucions personal laboral,4800.12,0,1227.06
,,7810,15300,1430000,Despeses per substitució,36988.86,0,11767.78
,,7810,15300,1600000,Seguretat Social,42146.62,0,6203.76
,,7810,15300,1610400,Indemnització per jubilacions anticipades.,0,0,8806.67
,,7810,15300,2100100,Manteniment via pública,347000,0,17655.19
,,7810,15300,2100300,Execució d'obres subsidiàries (guals),12000,0,0
,,7810,15300,6090000,Inversió en noves infraestructures i bens destinats a l'ús g,200000,0,8470
,,7810,15300,6240100,Elements de transport,0,69505,0
,,7810,15310,2101700,Manteniment escales mecàniques,510000,10969.45,48728.2
,,7810,15310,6090000,Altres inv en infraestructures i béns destinats a l'ús gener,0,0,0
,,7810,15320,2100100,Manteniment via pública,0,38587.64,0
,,7810,15320,2100700,Manteniment pavimentació,733000,-249001.27,181036.28
,,7810,15320,2219900,Altres Subministraments,0,0,52461.3
,,7810,15320,2270600,Estudis i treballs tècnics,0,0,0
,,7810,15320,6090000,Altres inv en infraestructures i béns destinats a l'ús gener,0,417612.65,239141.9
,,7810,15320,6190001,Altres inv de reposicio en infrastr i bens dest us gral,0,39161.05,0
,,7810,15330,2101700,Manteniment escales mecàniques,0,0,0
,,7810,15330,6090000,Altres inv en infraestructures i béns destinats a l'ús gener,0,0,0
,,7810,17100,6190001,Altres inv de reposicio en infrastr i bens dest us gral,0,0,0
,,7810,24100,2040000,Lloguer de vehicles,0,0,0
,,7810,24100,2130000,"Maquinària, instal·lacions tècniques i utillatge",0,0,0
,,7810,24100,2210400,Vestuari,0,0,0
,,7810,24100,2219900,Altres Subministraments,0,0,0
,,7810,24100,2270000,Neteja,0,0,0
,,7810,24100,2270600,Estudis i treballs tècnics,0,0,0
,,7810,24100,6320100,"Edificis i altres construccions, inversió de reposició",0,0,0
,,7810,24100,2101600,Plans d'ocupació,207500,2698,1635.92
,,7820,13300,1310000,Retribucions personal Laboral eventual,37960.82,0,8448.48
,,7820,13300,1600000,Seguretat Social,11766.48,0,2037.52
,,7820,13300,2100500,Manteniment via pública i edificis,20000,3628.79,0
,,7820,13300,2100600,Manteniment semàfors,225300,0,32841.64
,,7820,13300,2219900,Altres Subministraments,0,2675.66,0
,,7820,13300,6090000,Altres inv en infraestructures i béns destinats a l'ús gener,0,0,0
,,7830,16500,2100800,Manteniment enllumenat,520817.2,0,137034.41
,,7830,16500,2130400,Escomeses i legalitat,18000,0,0
,,7830,16500,2219909,Material tècnic,148118.51,-31399.5,0
,,7830,16500,2270600,Estudis i treballs tècnics,40000,4041.4,0
,,7830,16500,3520000,Interessos de demora,0,0,0
,,7830,16500,6190001,Altres inv de reposicio en infrastr i bens dest us gral,0,417602.63,0
,,7830,17100,2101300,Manteniment fonts ornamentals,45000,0,2904
,,7840,92000,1300100,Treballs extraordinaris laborals,0,0,1865.88
,,7840,92000,1620900,Premi antiguitat,0,0,0
,,7840,92000,1300000,Retribucions bàsiques personal laboral,74222.72,0,10523.93
,,7840,92000,1300200,Altres retribucions personal laboral,18073.2,0,4460.65
,,7840,92000,1310000,Retribucions personal Laboral eventual,52171.14,0,12319.88
,,7840,92000,1430000,Despeses per substitució,81365.59,0,22879.19
,,7840,92000,1600000,Seguretat Social,76388.58,0,13224.16
,,7850,17100,6090001,Altres inv. noves en infraestruc i bens destinats ús gral,0,18500,0
,,7850,17100,1200100,Retribució sou base funcionari A2,34344.89,0,6106.74
,,7850,17100,1200600,Triennis,5416.5,0,1329.48
,,7850,17100,1210000,Complement Destí  funcionaris,13156.56,0,3363.18
,,7850,17100,1210100,Complement específic funcionaris,28204.32,0,7209.66
,,7850,17100,1600000,Seguretat Social,23228.1,0,3947.28
,,7850,17100,2100900,Manteniment jardins i mobiliari urbà,111695.1,0,15851
,,7850,17100,2219900,Altres Subministraments,0,0,0
,,7850,17100,2270000,Neteja,2287303,87091.31,483224.08
,,7850,17100,2270600,Estudis i treballs tècnics,0,0,0
,,7850,17100,2279900,Altres treballs realitzats altres empreses i professionals,0,0,0
,,7850,17100,6190002,Altres inv de reposicio en infrastr i bens dest us gral,0,117404.85,0
,,7850,33705,6090000,Jocs Infantils-Meses Concertació 2016-2019,460188.75,107208.25,0
,,7850,33705,6190000,Altres inv de reposicio en infrastr i bens dest us gral,0,0,0
,,7850,33705,6250000,Inversió nova en mobiliari urbà,0,0,0
,,7850,33705,6350000,Inversió de reposició mobiliari urbà,0,46210.76,18095.51
,,7851,16000,2100000,Reparació infraestructures i bens naturals,0,0,0
,,7851,16000,2270000,Neteja,270000,77097.7,0
,,7851,16000,6190002,Altres inv de reposicio en infrastr i bens dest us gral,0,702922.62,30413.8
,,7900,13200,6320000,Edificis i altres construccions,0,1228.15,0
,,7900,32300,6250000,Mobiliari,0,2285.24,0
